Commodity,Year,Attribute,Value,Notes
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Fruit-Processing-Freezing-Pounds,4.771038299,"Includes apples, apricots, blackberries, blueberries, boysenberries, cherries, loganberries, peaches, plums, prunes, raspberries, strawberries, and other miscellaneous fruit and berries."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Fruit-Processing-Freezing-Pounds,4.773697038,"Includes apples, apricots, blackberries, blueberries, boysenberries, cherries, loganberries, peaches, plums, prunes, raspberries, strawberries, and other miscellaneous fruit and berries."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Fruit-Processing-Dried-Pounds,9.954873608,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Fruit-Processing-Dried-Pounds,9.959163413,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Fruit-Processing-Dried-Pounds,7.237776847,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Fruit-Processing-Dried-Pounds,10.2081388,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Fruit-Processing-Dried-Pounds,9.701137539,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Fruit-Processing-Dried-Pounds,10.28592845,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Fruit-Processing-Dried-Pounds,13.54641072,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Fruit-Processing-Dried-Pounds,9.942644486,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Fruit-Processing-Dried-Pounds,8.638359099,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Fruit-Processing-Dried-Pounds,10.10947951,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Fruit-Processing-Dried-Pounds,11.31171335,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Fruit-Processing-Dried-Pounds,9.685784114,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Fruit-Processing-Dried-Pounds,12.08254637,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Fruit-Processing-Dried-Pounds,11.78995982,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Fruit-Processing-Dried-Pounds,12.80462592,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Fruit-Processing-Dried-Pounds,12.88663895,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Fruit-Processing-Dried-Pounds,11.5693726,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Fruit-Processing-Dried-Pounds,12.15030128,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Fruit-Processing-Dried-Pounds,15.04415915,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Fruit-Processing-Dried-Pounds,13.34343484,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Fruit-Processing-Dried-Pounds,12.20489263,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Fruit-Processing-Dried-Pounds,12.39013071,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Fruit-Processing-Dried-Pounds,10.89422069,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Fruit-Processing-Dried-Pounds,12.67996179,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Fruit-Processing-Dried-Pounds,12.84824643,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Fruit-Processing-Dried-Pounds,12.80448833,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Fruit-Processing-Dried-Pounds,11.25469668,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Fruit-Processing-Dried-Pounds,10.71287299,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Fruit-Processing-Dried-Pounds,12.22250363,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Fruit-Processing-Dried-Pounds,10.27031017,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Fruit-Processing-Dried-Pounds,10.54582575,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Fruit-Processing-Dried-Pounds,9.910103808,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Fruit-Processing-Dried-Pounds,10.49830367,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Fruit-Processing-Dried-Pounds,9.94410829,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Fruit-Processing-Dried-Pounds,9.354408329,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Fruit-Processing-Dried-Pounds,10.13968087,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Fruit-Processing-Dried-Pounds,10.59027585,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Fruit-Processing-Dried-Pounds,9.928507633,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Fruit-Processing-Dried-Pounds,9.914472379,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Fruit-Processing-Dried-Pounds,8.974726972,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Fruit-Processing-Dried-Pounds,9.287241178,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Fruit-Processing-Dried-Pounds,9.557974736,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Fruit-Processing-Dried-Pounds,9.133112702,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Fruit-Processing-Dried-Pounds,9.94981031,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Fruit-Processing-Dried-Pounds,9.341512228,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Fruit-Processing-Dried-Pounds,10.21146069,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Fruit-Processing-Dried-Pounds,9.734905353,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Fruit-Processing-Dried-Pounds,9.508557211,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Fruit-Processing-Dried-Pounds,2.959132725,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Fruit-Processing-Dried-Pounds,3.099048918,"Includes apples, apricots, dates, figs, peaches, pears, prunes, and raisins."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Fruit-Processing-Juice-Pounds,96.72143023,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Fruit-Processing-Juice-Pounds,100.4570031,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Fruit-Processing-Juice-Pounds,101.678198,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Fruit-Processing-Juice-Pounds,99.98527292,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Fruit-Processing-Juice-Pounds,101.814893,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Fruit-Processing-Juice-Pounds,113.914763,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Fruit-Processing-Juice-Pounds,115.5363623,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Fruit-Processing-Juice-Pounds,131.1675312,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Fruit-Processing-Juice-Pounds,119.3707452,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Fruit-Processing-Juice-Pounds,112.5337659,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Fruit-Processing-Juice-Pounds,119.7009439,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Fruit-Processing-Juice-Pounds,124.6438975,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Fruit-Processing-Juice-Pounds,117.8428057,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Fruit-Processing-Juice-Pounds,134.1635028,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Fruit-Processing-Juice-Pounds,118.2521133,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Fruit-Processing-Juice-Pounds,122.4627365,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Fruit-Processing-Juice-Pounds,123.3651115,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Fruit-Processing-Juice-Pounds,117.6681566,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Fruit-Processing-Juice-Pounds,105.6546954,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Fruit-Processing-Juice-Pounds,111.4760768,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Fruit-Processing-Juice-Pounds,115.7710817,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Fruit-Processing-Juice-Pounds,118.9410344,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Fruit-Processing-Juice-Pounds,106.9442994,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Fruit-Processing-Juice-Pounds,122.0684123,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Fruit-Processing-Juice-Pounds,124.0284932,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Fruit-Processing-Juice-Pounds,116.3937929,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Fruit-Processing-Juice-Pounds,125.4305019,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Fruit-Processing-Juice-Pounds,120.5827486,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Fruit-Processing-Juice-Pounds,136.4318436,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Fruit-Processing-Juice-Pounds,120.1906554,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Fruit-Processing-Juice-Pounds,126.4985179,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Fruit-Processing-Juice-Pounds,122.4095914,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Fruit-Processing-Juice-Pounds,117.2057543,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Fruit-Processing-Juice-Pounds,119.2603167,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Fruit-Processing-Juice-Pounds,120.3438804,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Fruit-Processing-Juice-Pounds,112.943285,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Fruit-Processing-Juice-Pounds,109.8568864,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Fruit-Processing-Juice-Pounds,106.9838502,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Fruit-Processing-Juice-Pounds,99.36791133,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Fruit-Processing-Juice-Pounds,100.3199351,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Fruit-Processing-Juice-Pounds,97.21957404,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Fruit-Processing-Juice-Pounds,95.52283276,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Fruit-Processing-Juice-Pounds,85.1100179,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Fruit-Processing-Juice-Pounds,87.60021234,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Fruit-Processing-Juice-Pounds,84.26685062,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Fruit-Processing-Juice-Pounds,84.84325363,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Fruit-Processing-Juice-Pounds,85.4751904,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Fruit-Processing-Juice-Pounds,81.17712534,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Fruit-Processing-Juice-Pounds,80.08037657,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Fruit-Processing-Juice-Pounds,76.2526408,"Includes apple, cranberry, grape, grapefruit, lemon, lime, orange, pineapple, and prune juice."
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Fruit-Processing-Other process-Pounds,0.653863753,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Fruit-Processing-Other process-Pounds,0.637393082,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Fruit-Processing-Other process-Pounds,0.651454884,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Fruit-Processing-Other process-Pounds,0.60478233,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Fruit-Processing-Other process-Pounds,0.958521969,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Fruit-Processing-Other process-Pounds,0.424322224,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Fruit-Processing-Other process-Pounds,0.333494553,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Fruit-Processing-Other process-Pounds,0.55160394,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Fruit-Processing-Other process-Pounds,0.841622381,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Fruit-Processing-Other process-Pounds,0.579813727,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Fruit-Processing-Other process-Pounds,0.727751257,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Fruit-Processing-Other process-Pounds,0.380890813,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Fruit-Processing-Other process-Pounds,0.503553862,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Fruit-Processing-Other process-Pounds,0.408877003,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Fruit-Processing-Other process-Pounds,0.434607133,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Fruit-Processing-Other process-Pounds,0.311199825,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Fruit-Processing-Other process-Pounds,0.379322144,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Fruit-Processing-Other process-Pounds,0.304817523,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Fruit-Processing-Other process-Pounds,0.273381944,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Fruit-Processing-Other process-Pounds,0.230278121,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Fruit-Processing-Other process-Pounds,0.297596307,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Fruit-Processing-Other process-Pounds,0.395015265,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Fruit-Processing-Other process-Pounds,0.608900766,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Fruit-Processing-Other process-Pounds,0.32859258,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Fruit-Processing-Other process-Pounds,0.508935969,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1995,Fruit-Processing-Other process-Pounds,0.294668055,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1996,Fruit-Processing-Other process-Pounds,0.228602541,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1997,Fruit-Processing-Other process-Pounds,0.662956958,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1998,Fruit-Processing-Other process-Pounds,0.346289135,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1999,Fruit-Processing-Other process-Pounds,0.452860074,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2000,Fruit-Processing-Other process-Pounds,0.330277319,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2001,Fruit-Processing-Other process-Pounds,0.248309031,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2002,Fruit-Processing-Other process-Pounds,0.17608853,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2003,Fruit-Processing-Other process-Pounds,0.363017678,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2004,Fruit-Processing-Other process-Pounds,0.451757918,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2005,Fruit-Processing-Other process-Pounds,0.546599868,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2006,Fruit-Processing-Other process-Pounds,0.603400227,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2007,Fruit-Processing-Other process-Pounds,0.526325453,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2008,Fruit-Processing-Other process-Pounds,0.790427963,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2009,Fruit-Processing-Other process-Pounds,0.634210008,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2010,Fruit-Processing-Other process-Pounds,0.713977494,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2011,Fruit-Processing-Other process-Pounds,0.995024997,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2012,Fruit-Processing-Other process-Pounds,0.577039763,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2013,Fruit-Processing-Other process-Pounds,0.824834525,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2014,Fruit-Processing-Other process-Pounds,0.776960875,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2015,Fruit-Processing-Other process-Pounds,0.832311469,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2016,Fruit-Processing-Other process-Pounds,0.840385457,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2017,Fruit-Processing-Other process-Pounds,1.061990304,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2018,Fruit-Processing-Other process-Pounds,0.779067831,
Fruits and vegetables (fresh weight equivalent): Per capita availability,2019,Fruit-Processing-Other process-Pounds,0.813496376,
Fruits and vegetables (fresh weight equivalent): Per capita availability,1970,Fruit-Processing-Total processed fruit-Pounds,137.3980894,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1971,Fruit-Processing-Total processed fruit-Pounds,141.5747218,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1972,Fruit-Processing-Total processed fruit-Pounds,137.6928642,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1973,Fruit-Processing-Total processed fruit-Pounds,139.3397077,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1974,Fruit-Processing-Total processed fruit-Pounds,139.7569091,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1975,Fruit-Processing-Total processed fruit-Pounds,151.1902698,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1976,Fruit-Processing-Total processed fruit-Pounds,156.1562775,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1977,Fruit-Processing-Total processed fruit-Pounds,169.385328,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1978,Fruit-Processing-Total processed fruit-Pounds,156.6256652,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1979,Fruit-Processing-Total processed fruit-Pounds,151.3203181,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1980,Fruit-Processing-Total processed fruit-Pounds,159.6561702,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1981,Fruit-Processing-Total processed fruit-Pounds,158.7123733,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1982,Fruit-Processing-Total processed fruit-Pounds,155.7664064,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1983,Fruit-Processing-Total processed fruit-Pounds,169.7414551,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1984,Fruit-Processing-Total processed fruit-Pounds,154.612592,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1985,Fruit-Processing-Total processed fruit-Pounds,160.0215593,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1986,Fruit-Processing-Total processed fruit-Pounds,160.4859243,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1987,Fruit-Processing-Total processed fruit-Pounds,155.2449585,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1988,Fruit-Processing-Total processed fruit-Pounds,145.8438212,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1989,Fruit-Processing-Total processed fruit-Pounds,151.1786981,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1990,Fruit-Processing-Total processed fruit-Pounds,153.6313636,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1991,Fruit-Processing-Total processed fruit-Pounds,155.7873303,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1992,Fruit-Processing-Total processed fruit-Pounds,145.5206455,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1993,Fruit-Processing-Total processed fruit-Pounds,160.0210868,Computed from unrounded data.
Fruits and vegetables (fresh weight equivalent): Per capita availability,1994,Fruit-Processing-Total processed fruit-Pounds,162.6371012,Computed from unrounded data.
